1,2014-11-30 13:09:00,87,0,1,0
2,2014-11-30 13:23:00,87,0,1,0
2,2014-11-30 13:23:00,87,0,1,0
2,2014-11-30 13:23:00,87,0,1,0
2,2014-11-30 13:24:00,87,5,1,0
2,2014-11-30 13:24:00,87,0,1,0
2,2014-11-30 13:25:00,87,0,1,0
2,2014-11-30 13:37:00,87,5,1,0
2,2014-11-30 13:37:00,87,0,1,0
2,2014-11-30 13:38:00,87,0,1,0
2,2014-11-30 13:38:00,87,5,1,0
2,2014-11-30 13:38:00,87,5,1,0
2,2014-11-30 14:22:00,87,5,1,0
3,2014-11-30 17:27:00,87,5,1,0
5,2014-11-30 17:28:00,87,0,0,0
3,2014-11-30 17:29:00,87,5,1,0
3,2014-11-30 17:31:00,87,0,1,0
9,2014-12-01 09:42:00,87,0,0,0
5,2014-12-01 10:00:00,87,0,0,0
8,2014-12-01 10:01:00,87,0,1,0
6,2014-12-01 10:04:00,87,0,0,0
10,2014-12-01 10:07:00,87,0,1,0
11,2014-12-01 10:13:00,87,0,0,0
12,2014-12-01 10:16:00,87,0,1,0
13,2014-12-01 10:41:00,87,0,0,0
7,2014-12-01 10:46:00,87,0,1,0
4,2014-12-01 14:42:00,87,0,1,0
12,2014-12-01 18:38:00,87,5,1,0
6,2014-12-01 19:30:00,87,5,0,0
13,2014-12-01 19:37:00,87,5,0,0
11,2014-12-01 19:37:00,87,5,0,0
10,2014-12-01 19:37:00,87,5,1,0
4,2014-12-01 20:05:00,87,5,1,0
8,2014-12-01 20:07:00,87,0,1,0
7,2014-12-01 20:08:00,87,0,1,0
5,2014-12-01 20:13:00,87,5,0,0
2,2014-12-01 21:01:00,87,0,1,0
2,2014-12-01 21:01:00,87,0,1,0
12,2014-12-02 09:29:00,87,0,1,0
5,2014-12-02 09:39:00,87,0,0,0
8,2014-12-02 10:00:00,87,0,1,0
9,2014-12-02 10:03:00,87,0,0,0
10,2014-12-02 10:04:00,87,0,1,0
6,2014-12-02 10:09:00,87,0,0,0
7,2014-12-02 10:20:00,87,0,1,0
13,2014-12-02 10:27:00,87,0,0,0
4,2014-12-02 11:02:00,87,0,1,0
7,2014-12-02 17:58:00,87,0,1,0
12,2014-12-02 18:42:00,87,5,1,0
6,2014-12-02 19:10:00,87,5,0,0
5,2014-12-02 19:30:00,87,5,0,0
10,2014-12-02 19:32:00,87,5,1,0
13,2014-12-02 19:32:00,87,5,0,0
8,2014-12-02 20:04:00,87,0,1,0
4,2014-12-02 20:15:00,87,5,1,0
12,2014-12-03 09:28:00,87,0,1,0
5,2014-12-03 09:37:00,87,0,0,0
11,2014-12-03 09:57:00,87,0,0,0
10,2014-12-03 10:03:00,87,0,1,0
9,2014-12-03 10:12:00,87,0,0,0
9,2014-12-03 10:17:00,87,0,0,0
7,2014-12-03 10:17:00,87,0,1,0
6,2014-12-03 10:23:00,87,0,0,0
