9,02/11/2015 10:13,101,0,0,0
17,02/11/2015 10:42,101,0,1,0
15,02/11/2015 10:46,101,0,1,0
15,02/11/2015 14:27,101,0,1,0
16,02/11/2015 17:03,101,0,0,0
12,02/11/2015 18:40,101,5,1,0
8,02/11/2015 20:02,101,0,1,0
8,02/11/2015 20:02,101,5,1,0
17,02/11/2015 20:02,101,5,1,0
5,02/11/2015 20:06,101,5,0,0
8,03/11/2015 9:32,101,0,1,0
17,03/11/2015 10:23,101,0,1,0
9,03/11/2015 10:58,101,0,0,0
15,03/11/2015 11:28,101,0,1,0
15,03/11/2015 14:32,101,5,1,0
5,03/11/2015 20:06,101,5,0,0
17,03/11/2015 20:06,101,5,1,0
8,03/11/2015 20:06,101,5,1,0
5,04/11/2015 9:21,101,0,0,0
8,04/11/2015 9:32,101,0,1,0
12,04/11/2015 10:17,101,0,1,0
17,04/11/2015 10:42,101,0,1,0
9,04/11/2015 11:04,101,0,0,0
15,04/11/2015 11:21,101,0,1,0
16,04/11/2015 13:46,101,0,0,0
15,04/11/2015 17:04,101,5,1,0
12,04/11/2015 18:30,101,5,1,0
17,04/11/2015 19:55,101,5,1,0
5,04/11/2015 20:00,101,5,0,0
8,04/11/2015 20:00,101,5,1,0
16,04/11/2015 20:00,101,5,0,0
8,05/11/2015 9:37,101,0,1,0
12,05/11/2015 9:57,101,0,1,0
9,05/11/2015 10:20,101,0,0,0
15,05/11/2015 10:55,101,0,1,0
5,05/11/2015 11:09,101,0,0,0
16,05/11/2015 13:33,101,0,0,0
8,05/11/2015 15:02,101,5,1,0
15,05/11/2015 17:02,101,5,1,0
12,05/11/2015 18:24,101,5,1,0
16,05/11/2015 20:02,101,5,0,0
5,05/11/2015 20:02,101,5,0,0
5,06/11/2015 9:21,101,0,0,0
8,06/11/2015 9:37,101,0,1,0
12,06/11/2015 9:54,101,0,1,0
9,06/11/2015 10:15,101,0,0,0
17,06/11/2015 10:38,101,0,1,0
15,06/11/2015 10:58,101,0,1,0
16,06/11/2015 13:53,101,0,0,0
15,06/11/2015 17:00,101,5,1,0
12,06/11/2015 18:30,101,5,1,0
17,06/11/2015 19:57,101,5,1,0
