name,sku_code,studio_price,Main image,Angle image,publish,is_best_seller,is_featured_product,small_desc,long_desc,highlights,services,specifications,brand_color,size,category,sub_category,ideal_for,brand,type,inventory,sleeve,neck_front,neck_back,opening,fit,style,weave_type,pattern,embellished,embroidered,occasion,age_group,seller,designer,warranty,fabric/material,fabric_care/care,ean_upc,vat,measuring_unit,dimension_unit,package_length,package_width,package_height,package_weight,pack_of,sales_package,meta_desc,meta_keywords,disclaimer,is_rent,is_sell,rent_price,categories_id,bust_size,hips_size,waist_size
CZ/AD earrings with rhodium & rose gold polish,EAR868,3700,EAR868-3700(1).jpg,"EAR868-3700(1).jpg, EAR868-3700(2).jpg",1,,,,"•CZ/AD earrings with rhodium & rose gold polish 
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,Gold,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD zhumki earrings rhodium & rose gold polish with pearl drop,EAR881,2700,EAR881-2700(1).jpg,EAR881-2700(1).jpg,1,,,,"•CZ/AD zhumki earrings rhodium & rose gold polish with pearl drop
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White & Rose ,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD earrings with golden & rose gold polish,EAR916,3700,EAR916-3700(1).jpg,"EAR916-3700(1).jpg, EAR916-3700(2).jpg, EAR916-3700(3).jpg",1,,,,"•CZ/AD earrings with golden & rose gold polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,Gold,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD earrings with rhodium polish,EAR916A,3700,EAR916A-3700(1).jpg,"EAR916A-3700(1).jpg, EAR916A-3700(2).jpg, EAR916A-3700(3).jpg",1,,,,"•CZ/AD earrings with rhodium polish 
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
 designer antique earrings with zhumkis & hanging pearls,EAR919,3000,EAR919-3000(1).jpg,EAR919-3000(1).jpg,1,,,,"• Designer antique earrings with zhumkis & hanging pearls
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,Gold,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD earrings with rose gold polish,EAR932,1500,EAR932-1500(1).jpg,"EAR932-1500(1).jpg, EAR932-1500(2).jpg",1,,,,"•CZ/AD earrings with rose gold polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White & Rose ,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD earrings with rose gold polish & emerald coloured stones,EAR932A,1500,EAR932A-1500(1).jpg,"EAR932A-1500(1).jpg, EAR932A-1500(2).jpg",1,,,,"•CZ/AD earrings with rose gold polish & emerald coloured stones
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White & Rose ,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD earrings with rose gold polish & ruby coloured stone,EAR932B,1500,EAR932B-1500(1).jpg,"EAR932B-1500(1).jpg, EAR932B-1500(2).jpg",1,,,,"•CZ/AD earrings with rose gold polish & ruby coloured stone
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,Gold,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD earrings with rose gold polish & onyx coloured stone,EAR932C,1500,EAR932C-1500(1).jpg,"EAR932C-1500(1).jpg, EAR932C-1500(2).jpg",1,,,,"•CZ/AD earrings with rose gold polish & onyx coloured stone
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,Gold,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD earrings with rose gold polish & champagne coloured stone,EAR932E,1500,EAR932E-1500(1).jpg,"EAR932E-1500(1).jpg, EAR932E-1500(2).jpg",1,,,,"•CZ/AD earrings with rose gold polish & champagne coloured stone
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,Gold,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD earrings with rhodium polish,EAR933A,2000,EAR933A-2000(1).jpg,EAR933A-2000(1).jpg,1,,,,"•CZ/AD earrings with rhodium polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,Gold,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD earrings with rhodium polish,EAR934A,2700,EAR934A-2700(1).jpg,EAR934A-2700(1).jpg,1,,,,"•CZ/AD earrings with rhodium polish. 
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD designer earrings with rhodium polish,EAR935,3000,EAR935-3000(1).jpg,EAR935-3000(1).jpg,1,,,,"•CZ/AD designer earrings with rhodium polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD designer earrings with rose gold polish,EAR936,3600,EAR936-3600(1).jpg,"EAR936-3600(1).jpg, EAR936-3600(2).jpg, EAR936-3600(3).jpg",1,,,,"•CZ/AD designer earrings with rose gold polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,Gold,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD designer earrings with rhodium polish,EAR936A,3600,EAR936A-3600(1).jpg,"EAR936A-3600(1).jpg, EAR936A-3600(2).jpg",1,,,,"•CZ/AD designer earrings with rhodium polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD zhumki earrings with rhodium polish,EAR939,1600,EAR939-1600(1).jpg,"EAR939-1600(1).jpg, EAR939-1600(2).jpg",1,,,,"•CZ/AD zhumki earrings with rhodium polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD zhumki earrings with golden polish,EAR939A,1600,EAR939A-1600(1).jpg,"EAR939A-1600(1).jpg, EAR939A-1600(2).jpg",1,,,,"•CZ/AD zhumki earrings with golden polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,Gold,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD zhumki earrings with rhodium & rose polish,EAR939B,1600,EAR939B-1600(1).jpg,"EAR939B-1600(1).jpg, EAR939B-1600(2).jpg",1,,,,"•CZ/AD zhumki earrings with rhodium & rose polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White & Rose ,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD zhumki earrings with golden polish,EAR940A,1800,EAR940A-1800(1).jpg,"EAR940A-1800(1).jpg, EAR940A-1800(2).jpg",1,,,,"•CZ/AD zhumki earrings with golden polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,Gold,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD zhumki earrings with rhodium & rose polish,EAR940B ,1800,EAR940B-1800(1).jpg,"EAR940B-1800(1).jpg, EAR940B-1800(2).jpg",1,,,,"•CZ/AD zhumki earrings with rhodium & rose polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White & Rose ,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD zhumki earrings with rhodium & rose polish,EAR940C,1800,EAR940C-1800(1).jpg,"EAR940C-1800(1).jpg, EAR940C-1800(2).jpg",1,,,,"•CZ/AD zhumki earrings with rhodium & rose polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White & Rose ,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
CZ/AD designer earrings with rhodium polish,EAR941,4000,EAR941-4000(1).jpg,"EAR941-4000(1).jpg, EAR941-4000(2).jpg",1,,,,"•CZ/AD designer earrings with rhodium polish
•Look feminine and elegant by wearing these beautiful earrings.
•Featuring attractive designs, these earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or sarees. 
•So enhance your style quotient on almost any occasion by wearing these earrings.
•It has Brass metal base. 
•Give a rich yet elegant touch to your attire. 
•Back Screw for locking. 
•These earrings have been intricately designed for all the jewellery lovers.",,,,White,,Jewellery,Earrings,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,11,,,
