name,sku_code,studio_price,main_image,angle_images,publish,is_best_seller,is_featured_product,small_desc,long_desc,highlights,services,specifications,brand_color,size,category,sub_category,ideal_for,brand,type,inventory,sleeve,neck_front,neck_back,opening,fit,style,weave_type,pattern,embellished,embroidered,occasion,age_group,seller,designer,warranty,fabric/material,fabric_care/care,ean_upc,vat,measuring_unit,dimension_unit,package_length,package_width,package_height,package_weight,pack_of,sales_package,meta_desc,meta_keywords,disclaimer,is_rent,is_sell,categories_id
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL434ON,FL434ON,150,FL434ON-150 (8).jpg,"FL434ON-150 (1).jpg, FL434ON-150 (5).jpg, FL434ON-150 (3).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones & Pearls.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,"Silver, Gold & White ",,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,11,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds & Pearls,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL435ON,FL435ON,250,FL435ON-250 (8).jpg,"FL435ON-250 (2).jpg, FL435ON-250 (4).jpg, FL435ON-250 (6).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones & Pearls.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,"Silver, Gold & White ",,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,13,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds & Pearls,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL436ON,FL436ON,250,FL436ON-250 (8).jpg,"FL436ON-250 (2).jpg, FL436ON-250 (6).jpg, FL436ON-250 (4).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Gold & Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,11,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL437ON,FL437ON,225,FL437ON-225 (8).jpg,"FL437ON-225 (5).jpg, FL437ON-225 (1).jpg, FL437ON-225 (3).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones & Pearls.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,"Silver, Gold & White ",,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,13,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds & Pearls,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL438ON,FL438ON,250,FL438ON-250 (8).jpg,"FL438ON-250 (1).jpg, FL438ON-250 (5).jpg, FL438ON-250 (3).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Gold & Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,13,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL439ON,FL439ON,100,FL439ON-100 (8).jpg,"FL439ON-100 (3).jpg, FL439ON-100 (1).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Gold & Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,3,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL440ON,FL440ON,200,FL440ON-200 (8).jpg,"FL440ON-200 (4).jpg, FL440ON-200 (2).jpg, FL440ON-200 (6).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,13,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL441ON,FL441ON,200,FL441ON-200 (8).jpg,"FL441ON-200 (1).jpg, FL441ON-200 (3).jpg, FL441ON-200 (5).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones & Pearls.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Silver & White ,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,14,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,"Crystal, Stone/Diamonds & Pearls","Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL442ON,FL442ON,250,FL442ON-250 (6).jpg,"FL442ON-250 (1).jpg, FL442ON-250 (4).jpg, FL442ON-250 (2).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones & Pearls.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Silver & White ,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,10,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds & Pearls,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL443ON,FL443ON,200,FL443ON-200 (7).jpg,"FL443ON-200 (1).jpg, FL443ON-200 (3).jpg, FL443ON-200 (5).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,13,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL444ON,FL444ON,200,FL444ON-200 (9).jpg,"FL444ON-200 (3).jpg, FL444ON-200 (1).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones & Pearls.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,"Silver, Gold & White ",,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,12,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds & Pearls,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL445ON,FL445ON,200,FL445ON-200 (8).jpg,"FL445ON-200 (2).jpg, FL445ON-200 (6).jpg, FL445ON-200 (4).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,13,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL446ON,FL446ON,175,FL446ON-175 (10).jpg,"FL446ON-175 (1).jpg, FL446ON-175 (5).jpg, FL446ON-175 (7).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,11,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL447ON,FL447ON,200,FL447ON-200 (8).jpg,"FL447ON-200 (2).jpg, FL447ON-200 (6).jpg, FL447ON-200 (4).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,12,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL448ON,FL448ON,200,FL448ON-200 (8).jpg,"FL448ON-200 (1).jpg, FL448ON-200 (3).jpg, FL448ON-200 (5).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,13,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL449ON,FL449ON,175,FL449ON-175 (8).jpg,"FL449ON-175 (2).jpg, FL449ON-175 (6).jpg, FL449ON-175 (4).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,13,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL450ON,FL450ON,125,FL450ON-125 (8).jpg,"FL450ON-125 (1).jpg, FL450ON-125 (5).jpg, FL450ON-125 (3).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Gold & Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,13,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
Sri Shringarr Fashion Fancy Hair Accessory/Hair Brooch/Hair Jewellery  for Women.FL451ON,FL451ON,325,FL451ON-325 (8).jpg,"FL451ON-325 (6).jpg, FL451ON-325 (2).jpg, FL451ON-325 (4).jpg",1,,,,"•Sri Shringarr Fashion Womens  Hair Accessory/Hair Brooch/Hair Jewellery  designed by Yosshita & Neha. 
•Look feminine and elegant by adorning this in your hairstyle.
•Featuring attractive designs, this Hair Accessory/Hair Brooch/Hair Jewellery can look beautiful and can be tried with different hairstyles.
•So enhance your style quotient on almost any occasion by wearing this  Hair Accessory/Hair Brooch/Hair Jewellery . 
•These  are studded with Silver Diamond/Stones.
•It is flexible & easy to use . 
•Can be used by Newbies & Professionals as well. 
•Be creative to use in various type of hairstyles & give an elegant touch to your attire. 
•This has been intricately designed for all the hairstylists.
•This can be secured to the hair using bobby pins.",,,,Silver,,Jewellery/ Hair Accessories,Hair Accessories,Women,Sri Shringarr Fashion Studio,,8,,,,,,,,,,,,,Sri Shringarr Fashion Studio,Yosshita & Neha,No warranty,Stone/Diamonds,"Make sure your jewellery is not in regular contact with hard surfaces, which will scratch or wear down the plating. Each piece is handmade and intricately done hence store separately to avoid breakage. Avoid contact with chemicals such as perfumes, sprays and water. Do not store in velvet boxes. Keep in airtight boxes. Wipe jewellery with a soft cotton cloth.",,,Cms,Inches,3.5,4,1.5,,1,1 Hair Accessory/Hair Brooch/Hair Jewellery,,,Product colour may slightly vary due to photographic lighting sources or your monitor settings,,,21
