name,sku_code,studio_price,Main image,Angle image,publish,is_best_seller,is_featured_product,small_desc,long_desc,highlights,services,specifications,brand_color,size,category,sub_category,ideal_for,brand,type,inventory,sleeve,neck_front,neck_back,opening,fit,style,weave_type,pattern,embellished,embroidered,occasion,age_group,seller,designer,warranty,fabric/material,fabric_care/care,ean_upc,vat,measuring_unit,dimension_unit,package_length,package_width,package_height,package_weight,pack_of,sales_package,meta_desc,meta_keywords,disclaimer,is_rent,is_sell,rent_price,categories_id,bust_size,hips_size,waist_size
Topaz coloured kundan maang tikka with pearl drop and green beads,T888,3250,T888-3250(1).jpg,"T888-3250(1).jpg, T888-3250(2).jpg",1,,,,"•Topaz coloured kundan maang tikka with pearl drop and green beads
• If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Sri Shringarr Fashion Studio is what you need. 
• Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. 
• So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. 
• It has Copper metal base. 
• Gives a rich yet elegant touch to your attire. 
",,,,GOLD & GREEN,,Jewellery,TIKKA,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,31,,,
"Topaz, emerald and ruby coloured kundan maang tikka with pearl drop and green beads",T888A,3250,T888A-3250(1).jpg,"T888A-3250(1).jpg, T888A-3250(2).jpg",1,,,,"• Topaz, emerald and ruby coloured kundan maang tikka with pearl drop and green beads
• If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Sri Shringarr Fashion Studio is what you need. 
• Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. 
• So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. 
• It has Copper metal base. 
• Gives a rich yet elegant touch to your attire. 
",,,,"GOLD, GREEN & RED",,Jewellery,TIKKA,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,31,,,
Topaz and ruby coloured kundan maang tikka with pearl drop and red beads,T888B,3250,T888B-3250(1).jpg,"T888B-3250(1).jpg, T888B-3250(2).jpg",1,,,,"•Topaz and ruby coloured kundan maang tikka with pearl drop and red beads
• If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Sri Shringarr Fashion Studio is what you need. 
• Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. 
• So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. 
• It has Copper metal base. 
• Gives a rich yet elegant touch to your attire. 
",,,,GOLD & RUBY,,Jewellery,TIKKA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,31,,,
Kundan maang tikka with pearl drop,T888C,3250,T888C-3250(1).jpg,"T888C-3250(1).jpg, T888C-3250(2).jpg",1,,,," • Kundan maang tikka with pearl drop
• If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Sri Shringarr Fashion Studio is what you need. 
• Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. 
• So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. 
• It has Copper metal base. 
• Gives a rich yet elegant touch to your attire. 
",,,,GOLD,,Jewellery,TIKKA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,31,,,
Topaz and emerald coloured kundan maang tikka with pearl drop and green beads,T888D,3250,T888D-3250(1).jpg,"T888D-3250(1).jpg, T888D-3250(2).jpg",1,,,,"• Topaz and emerald coloured kundan maang tikka with pearl drop and green beads
• If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Sri Shringarr Fashion Studio is what you need. 
• Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. 
• So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. 
• It has Copper metal base. 
• Gives a rich yet elegant touch to your attire. 
",,,,GOLD & GREEN,,Jewellery,TIKKA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,31,,,
"Topaz, emerald and ruby coloured kundan designer maang tikka with pearl drops and red beads",T889,4400,T889-4400(1).jpg,"T889-4400(1).jpg, T889-4400(2).jpg",1,,,,"• Topaz, emerald and ruby coloured kundan designer maang tikka with pearl drops and red beads
• If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Sri Shringarr Fashion Studio is what you need. 
• Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. 
• So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. 
• It has Copper metal base. 
• Gives a rich yet elegant touch to your attire. 
",,,,"GOLD, GREEN  & RUBY",,Jewellery,TIKKA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,31,,,
Topaz and emerald coloured kundan designer maang tikka with pearl drops and green beads,T889A,4400,T889A-4400(1).jpg,"T889A-4400(1).jpg, T889A-4400(2).jpg",1,,,,"•Topaz and emerald coloured kundan designer maang tikka with pearl drops and green beads
• If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Sri Shringarr Fashion Studio is what you need. 
• Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. 
• So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. 
• It has Copper metal base. 
• Gives a rich yet elegant touch to your attire. 
",,,,GOLD & GREEN,,Jewellery,TIKKA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,31,,,
Kundan designer maang tikka with pearl drops,T889B,4400,T889B-4400(1).jpg,"T889B-4400(1).jpg, T889B-4400(2).jpg",1,,,,"• Kundan designer maang tikka with pearl drops. 
• If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Sri Shringarr Fashion Studio is what you need. 
• Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. 
• So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. 
• It has Copper metal base. 
• Gives a rich yet elegant touch to your attire. 
",,,,GOLD,,Jewellery,TIKKA,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,31,,,
Topaz and emerald coloured kundan designer maang tikka with pearl drops and green beads,T890,6900,T890-6900(1).jpg,"T890-6900(1).jpg, T890-6900(2).jpg",1,,,,"•Topaz and emerald coloured kundan designer maang tikka with pearl drops and green beads 
• If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Sri Shringarr Fashion Studio is what you need. 
• Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. 
• So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. 
• It has Copper metal base. 
• Gives a rich yet elegant touch to your attire. 
",,,,GOLD & SEA GREEN,,Jewellery,TIKKA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,31,,,
Topaz and ruby coloured kundan designer maang tikka with pearl drops and red beads,T890A,6900,T890A-6900(1).jpg,"T890A-6900(1).jpg, T890A-6900(2).jpg",1,,,,"•Topaz and ruby coloured kundan designer maang tikka with pearl drops and red beads
• If you want to mesmerize those beholders at the next wedding or engagement party, then this Maang Tikka/ Matha patti/ Tikka/Borla from Sri Shringarr Fashion Studio is what you need. 
• Featuring attractive designs, this Maang Tikka/ Matha patti/ Tikka/Borla can look elegant and stylish when worn with Anarkali, Lehengas Or Sarees. 
• So enhance your style quotient on almost any occasion by wearing this Maang Tikka/ Matha patti/ Tikka/Borla. 
• It has Copper metal base. 
• Gives a rich yet elegant touch to your attire. 
",,,,GOLD & RUBY,,Jewellery,TIKKA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,31,,,
